"County Code","County","CO 2nd Max 1-hr","CO 2nd Max 8-hr","NO2 98th Percentile 1-hr","NO2 Mean 1-hr","Ozone 2nd Max 1-hr","Ozone 4th Max 8-hr","SO2 99th Percentile 1-hr","SO2 2nd Max 24-hr","SO2 Mean 1-hr","PM2.5 98th Percentile 24-hr","PM2.5 Weighted Mean 24-hr","PM10 2nd Max 24-hr","PM10 Mean 24-hr","Lead Max 3-Mo Avg"
"17185","Wabash County, IL",".",".",".",".",".",".","55","18","2",".",".",".",".","."
"17195","Whiteside County, IL",".",".",".",".",".",".",".",".",".",".",".",".",".","0.02"
"17197","Will County, IL",".",".",".",".","0.07","0.061",".",".",".",".","0",".",".","."
"17201","Winnebago County, IL",".",".",".",".","0.07","0.063",".",".",".",".","0",".",".","0.05"
"18003","Allen County, IN","1.9","1.8",".",".","0.07","0.062",".",".",".","24","10",".",".","."
"18005","Bartholomew County, IN",".",".","24","5","0.07","0.066","16","6","2",".",".",".",".","."
"18011","Boone County, IN",".",".",".",".","0.08","0.068",".",".",".",".",".",".",".","."
"18015","Carroll County, IN",".",".",".",".","0.07","0.065",".",".",".",".",".",".",".","."
"18019","Clark County, IN",".",".",".",".","0.08","0.067",".",".",".","23","11.4","33","17","."
"18027","Daviess County, IN",".",".",".",".",".",".","150","24","3",".",".",".",".","."
"18035","Delaware County, IN",".",".",".",".","0.07","0.061",".",".",".","20","9.8",".",".","0.06"
"18037","Dubois County, IN",".",".",".",".",".",".",".",".",".","22","10.9","30","16","."
"18039","Elkhart County, IN",".",".",".",".","0.06","0.055",".",".",".","30","13.1",".",".","."
"18043","Floyd County, IN",".",".",".",".","0.09","0.068","30","9","3","21","10.6",".",".","."
"18045","Fountain County, IN",".",".",".",".",".",".","34","8","2",".",".",".",".","."
"18051","Gibson County, IN",".",".",".",".",".",".","64","12","3",".",".",".",".","."
"18055","Greene County, IN",".",".",".",".","0.07","0.068",".",".",".","22","9.8",".",".","."
"18057","Hamilton County, IN",".",".",".",".","0.07","0.063",".",".",".",".",".",".",".","."
"18059","Hancock County, IN",".",".",".",".","0.07","0.061",".",".",".",".",".",".",".","."
"18063","Hendricks County, IN",".",".",".",".","0.07","0.057",".",".",".",".",".",".",".","."
"18065","Henry County, IN",".",".",".",".",".",".",".",".",".","21","9.4",".",".","."
"18069","Huntington County, IN",".",".",".",".","0.07","0.059",".",".",".",".",".",".",".","."
"18071","Jackson County, IN",".",".",".",".","0.08","0.063",".",".",".",".",".",".",".","."
"18073","Jasper County, IN",".",".",".",".",".",".","40","7","2",".",".",".",".","."
"18081","Johnson County, IN",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"18083","Knox County, IN",".",".",".",".","0.07","0.064",".",".",".",".",".",".",".","."
"18089","Lake County, IN","2.7","1.4","49","12","0.08","0.064","43","11","4","31","12.4","121","25","0.1"
"18091","LaPorte County, IN",".",".",".",".","0.09","0.069","15","6","1","19","9.3",".",".","."
"18095","Madison County, IN",".",".",".",".","0.07","0.063",".",".",".","23","10.6",".",".","."
"18097","Marion County, IN","3.6","2.2","44","12","0.08","0.069","78","23","3","32","15.9","56","25","0.02"
"18105","Monroe County, IN",".",".",".",".",".",".",".",".",".","20","9.5",".",".","."
"18109","Morgan County, IN",".",".",".",".","0.07","0.065","64","15","2",".",".",".",".","."
"18123","Perry County, IN",".",".",".",".","0.08","0.064",".",".",".",".",".",".",".","."
"18125","Pike County, IN",".",".",".",".",".",".","169","49","4",".",".",".",".","."
"18127","Porter County, IN",".",".",".",".","0.09","0.069","36","14","2","22","10.6","116","19","0.08"
"18129","Posey County, IN",".",".",".",".","0.08","0.065",".",".",".",".",".",".",".","."
"18141","St. Joseph County, IN",".",".","38","8","0.08","0.065",".",".",".","43","12.9",".",".","."
"18145","Shelby County, IN",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"18147","Spencer County, IN",".",".",".",".",".",".",".",".",".","21","10.2",".",".","."
"18157","Tippecanoe County, IN",".",".",".",".",".",".",".",".",".","27","13.7",".",".","."
"18163","Vanderburgh County, IN","7","4.8","35","8","0.08","0.068","19","5","1","25","11.1","27","14","."
"18167","Vigo County, IN",".",".",".",".","0.07","0.066","103","27","4","23","10.7","32","17","."
"18169","Wabash County, IN",".",".",".",".","0.08","0.068",".",".",".",".",".",".",".","."
"18173","Warrick County, IN",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"18177","Wayne County, IN",".",".",".",".",".",".","14","9","3",".",".",".",".","."
"18183","Whitley County, IN",".",".","19","3",".",".","6","2","0","26","11.5",".",".","."
"19013","Black Hawk County, IA",".",".",".",".",".",".",".",".",".","18","9.3","58","21","."
"19017","Bremer County, IA",".",".",".",".","0.07","0.06",".",".",".",".",".",".",".","."
"19033","Cerro Gordo County, IA",".",".",".",".",".",".",".",".",".",".",".","52","21","."
"19045","Clinton County, IA",".",".",".",".","0.07","0.062","35","12","1","26","10.7",".",".","."
"19055","Delaware County, IA",".",".",".",".",".",".",".",".",".","21","8.9","37","15","."
"19085","Harrison County, IA",".",".",".",".","0.07","0.066",".",".",".",".",".",".",".","."
"19103","Johnson County, IA",".",".",".",".",".",".",".",".",".","21","9","42","19","."
"19111","Lee County, IA",".",".",".",".",".",".",".",".",".","25","10.7",".",".","."
"19113","Linn County, IA","2.7","1.2",".",".","0.07","0.06","25","5","1","24","9.8","55","22","."
"19137","Montgomery County, IA",".",".",".",".","0.07","0.06",".",".",".","21","8.3","40","17","."
"19139","Muscatine County, IA",".",".",".",".",".",".","179","63","4","40","11.1","47","20","."
"19147","Palo Alto County, IA",".",".",".",".","0.07","0.066",".",".",".","21","8","41","17","."
"19153","Polk County, IA","1.8","1.3","37","9","0.07","0.059","1","0","0","22","9.3","45","20","."
"19155","Pottawattamie County, IA",".",".",".",".",".",".",".",".",".","22","9.9","60","24","0.13"
"19163","Scott County, IA","1.2","0.7","39","7","0.08","0.06","15","4","1","26","10.4","154","50","."
"19169","Story County, IA",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"19177","Van Buren County, IA",".",".","10","2","0.07","0.063","3","1","0","18","8.2","37","15","."
"19181","Warren County, IA",".",".",".",".","0.07","0.059",".",".",".",".",".",".",".","."
"19193","Woodbury County, IA",".",".",".",".",".",".","16","3","0","22","9.3","44","18","."
"20057","Ford County, KS",".",".",".",".",".",".",".",".",".",".",".","30","8","."
"20091","Johnson County, KS",".",".",".",".","0.07","0.064",".",".",".","18","8",".",".","."
"20103","Leavenworth County, KS",".",".",".",".","0.09","0.066",".",".",".",".",".",".",".","."
"20107","Linn County, KS",".",".","10","2","0.07","0.062","6","2","0","18","8.3",".",".","."
"20133","Neosho County, KS",".",".",".",".",".",".",".",".",".",".",".","57","18","."
"20161","Riley County, KS",".",".",".",".","0.07","0.058",".",".",".",".",".",".",".","."
"20169","Saline County, KS",".",".",".",".",".",".",".",".",".",".",".",".",".","0.23"
"20173","Sedgwick County, KS","1.9","1.3","40","9","0.08","0.071",".",".",".","23","9.5","84","23","."
"20177","Shawnee County, KS",".",".",".",".","0.07","0.066",".",".",".","20","8.4","54","16","."
"20181","Sherman County, KS",".",".",".",".",".",".",".",".",".",".",".","136","28","."
"20191","Sumner County, KS",".",".","24","4","0.08","0.071","6","5","1","18","8.1",".",".","."
"20195","Trego County, KS",".",".",".",".","0.08","0.067","3","3","1",".",".",".",".","."
"20209","Wyandotte County, KS","2.2","1.7","47","12","0.08","0.066","45","10","2","19","9","57","25","0.01"
"21013","Bell County, KY",".",".",".",".","0.07","0.059",".",".",".","17","9.1",".",".","."
"21015","Boone County, KY",".",".",".",".","0.07","0.059",".",".",".",".",".",".",".","."
"21019","Boyd County, KY",".",".","30","6","0.08","0.065","16","5","1","20","9.1","74","23","0"
"21029","Bullitt County, KY",".",".",".",".","0.08","0.064",".",".",".",".",".",".",".","."
"21037","Campbell County, KY",".",".","33","5","0.08","0.072","71","21","1","22","9.6",".",".","."
"21043","Carter County, KY",".",".",".",".","0.07","0.062",".",".",".","14","7.5","17","11","."
"21047","Christian County, KY",".",".",".",".","0.08","0.062","11","3","0","22","9.8",".",".","."
"21059","Daviess County, KY",".",".","31","5","0.07","0.066","45","10","1","22","10.2",".",".","."
"21061","Edmonson County, KY","0.2","0.3",".",".","0.07","0.063","11","3","1",".",".",".",".","."
"21067","Fayette County, KY",".",".","44","7","0.07","0.06","12","3","0","20","9.4","25","16","."
"21089","Greenup County, KY",".",".",".",".","0.07","0.06","12","5","2",".",".",".",".","."
"21091","Hancock County, KY",".",".",".",".","0.08","0.063",".",".",".",".",".",".",".","."
"21093","Hardin County, KY",".",".",".",".","0.07","0.062",".",".",".","24","10.8",".",".","."
"21101","Henderson County, KY",".",".",".",".","0.08","0.066","28","9","1","22","10.6","25","14","."
"21111","Jefferson County, KY","1.9","1.4","43","14","0.08","0.064","93","10","3","24","12.5","36","17","0"
"21113","Jessamine County, KY",".",".",".",".","0.07","0.061","18","3","0",".",".",".",".","."
"21139","Livingston County, KY",".",".",".",".","0.08","0.065",".",".",".",".",".",".",".","."
"21145","McCracken County, KY",".",".","34","6","0.08","0.064","18","3","0","23","10.9","32","19","."
"21151","Madison County, KY",".",".",".",".",".",".",".",".",".","17","8.2",".",".","0.08"
"21157","Marshall County, KY",".",".",".",".",".",".",".",".",".",".",".","23","13","."
"21175","Morgan County, KY",".",".",".",".","0.06","0.058",".",".",".",".",".",".",".","."
"21185","Oldham County, KY",".",".",".",".","0.08","0.064",".",".",".",".",".",".",".","."
"21193","Perry County, KY",".",".",".",".","0.06","0.058",".",".",".","12","5.9",".",".","."
"21195","Pike County, KY",".",".",".",".","0.06","0.055",".",".",".","16","8.2",".",".","."
"21199","Pulaski County, KY",".",".",".",".","0.07","0.061",".",".",".","18","8.8",".",".","."
"21207","Russell County, KY",".",".",".",".",".",".",".",".",".",".",".",".",".","0.03"
"21213","Simpson County, KY",".",".",".",".","0.07","0.059",".",".",".",".",".",".",".","."
"21221","Trigg County, KY",".",".",".",".","0.07","0.064",".",".",".",".",".",".",".","."
"21227","Warren County, KY",".",".",".",".","0.07","0.06",".",".",".","19","9.8",".",".","."
"21229","Washington County, KY",".",".",".",".","0.07","0.064",".",".",".",".",".",".",".","."
"22005","Ascension Parish, LA",".",".","40","9","0.08","0.062",".",".",".",".",".",".",".","."
"22015","Bossier Parish, LA",".",".",".",".","0.08","0.067","12","4","1",".",".","68","19","."
"22017","Caddo Parish, LA",".",".",".",".","0.08","0.069",".",".",".","42","11.6",".",".","."
"22019","Calcasieu Parish, LA",".",".","30","5","0.09","0.067","31","9","2","17","7.9",".",".","."
"22033","East Baton Rouge Parish, LA","2.1","1.8","48","10","0.1","0.067","21","6","1","25","9.9","68","23","."
"22047","Iberville Parish, LA",".",".","36","8","0.1","0.068",".",".",".","21","8.8",".",".","."
"22051","Jefferson Parish, LA",".",".","46","6","0.09","0.066",".",".",".","18","7.9",".",".","."
"22055","Lafayette Parish, LA",".",".",".",".","0.08","0.066",".",".",".","18","7.9","74","22","."
"22057","Lafourche Parish, LA",".",".",".",".","0.08","0.065",".",".",".",".",".",".",".","."
"22063","Livingston Parish, LA",".",".","16","3","0.09","0.069",".",".",".",".",".",".",".","."
"22071","Orleans Parish, LA",".",".",".",".","0.08","0.064",".",".",".",".",".","52","20","."
"22073","Ouachita Parish, LA",".",".",".",".","0.07","0.062",".",".",".","21","8.1",".",".","."
"22077","Pointe Coupee Parish, LA",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"22079","Rapides Parish, LA",".",".",".",".",".",".",".",".",".","16","7.3",".",".","."
"22087","St. Bernard Parish, LA",".",".",".",".","0.08","0.063","181","74","4","15","7.8","52","17","."
"22089","St. Charles Parish, LA",".",".",".",".","0.08","0.062",".",".",".",".",".",".",".","."
"22093","St. James Parish, LA",".",".",".",".","0.08","0.062",".",".",".",".",".",".",".","."
"22095","St. John the Baptist Parish, LA",".",".",".",".","0.08","0.064",".",".",".",".",".",".",".","."
"22103","St. Tammany Parish, LA",".",".",".",".","0.09","0.071",".",".",".",".",".",".",".","."
"22105","Tangipahoa Parish, LA",".",".",".",".",".",".",".",".",".","16","7.6",".",".","."
"22109","Terrebonne Parish, LA",".",".",".",".",".",".",".",".",".","15","7.2",".",".","."
"22121","West Baton Rouge Parish, LA",".",".","40","9","0.08","0.06","27","7","2","19","8.8",".",".","."
"23001","Androscoggin County, ME",".",".",".",".","0.07","0.059",".",".",".","30","6.9","34","16","."
"23003","Aroostook County, ME","0.6","0.4","19","2","0.06","0.053","3","2","0",".",".","86","16","."
"23005","Cumberland County, ME","2.1","1.4","46","8","0.1","0.072","12","5","1","23","9.8","63","22","."
"23009","Hancock County, ME","0.3","0.3",".",".","0.09","0.069","2","1","0","13","6.4","19","6","."
"23011","Kennebec County, ME",".",".","31","4","0.08","0.065","14","7","1",".",".","34","13","."
"23013","Knox County, ME",".",".",".",".","0.09","0.076",".",".",".",".",".",".",".","."
"23017","Oxford County, ME",".",".",".",".","0.07","0.056",".",".",".","4","3.2",".",".","."
"23019","Penobscot County, ME",".",".",".",".","0.08","0.064",".",".",".","19","6.1","31","15","."
"23023","Sagadahoc County, ME",".",".",".",".","0.08","0.061",".",".",".",".",".",".",".","."
"23029","Washington County, ME",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"23031","York County, ME",".",".",".",".","0.1","0.076",".",".",".",".",".",".",".","."
"24003","Anne Arundel County, MD",".",".",".",".","0.08","0.071",".",".",".","22","9.1","27","14","."
"24005","Baltimore County, MD","2.2","1.4","43","11","0.09","0.068","21","4","1","27","9.5",".",".","."
"24009","Calvert County, MD",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"24013","Carroll County, MD",".",".",".",".","0.08","0.068",".",".",".",".",".",".",".","."
"24015","Cecil County, MD",".",".",".",".","0.1","0.072",".",".",".","25","9.9",".",".","."
"24017","Charles County, MD",".",".",".",".","0.07","0.066",".",".",".",".",".",".",".","."
"24019","Dorchester County, MD","0.4","0.3",".",".","0.08","0.068","5","3","1","18","7.2",".",".","."
"24021","Frederick County, MD",".",".",".",".","0.08","0.069",".",".",".",".",".",".",".","."
"24023","Garrett County, MD","0.4","0.3",".",".","0.07","0.064","22","5","1","18","8.3",".",".","."
"24025","Harford County, MD",".",".",".",".","0.1","0.072",".",".",".","27","9.6",".",".","."
"24029","Kent County, MD",".",".",".",".","0.08","0.067",".",".",".","22","8.9",".",".","."
"24031","Montgomery County, MD",".",".",".",".","0.08","0.069",".",".",".","21","8.1",".",".","."
"24033","Prince George's County, MD","0.9","0.9","37","8","0.09","0.072","12","3","1","22","9.5","25","12","0"
"24043","Washington County, MD",".",".",".",".","0.08","0.067",".",".",".","25","9.2",".",".","."
"24510","Baltimore (City), MD","2","1.3","47","15","0.08","0.063",".",".",".","30","11.3","31","15","."
"25001","Barnstable County, MA",".",".",".",".","0.08","0.071",".",".",".",".",".",".",".","."
"25003","Berkshire County, MA",".",".",".",".","0.08","0.063",".",".",".","16","7.4",".",".","."
"25005","Bristol County, MA",".",".",".",".","0.1","0.078","62","12","2","15","6.9",".",".","."
"25007","Dukes County, MA",".",".",".",".","0.08","0.065",".",".",".",".",".",".",".","."
"25009","Essex County, MA","0.7","0.6","39","7","0.09","0.073",".",".",".","16","6.7",".",".","."
"25013","Hampden County, MA","1.5","1.3","45","14","0.11","0.071","11","6","1","19","7.9","29","14","0"
"25015","Hampshire County, MA",".",".","28","3","0.09","0.069","6","3","1",".",".","21","8","."
"25017","Middlesex County, MA",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"25019","Nantucket County, MA",".",".",".",".",".",".",".",".",".",".",".",".",".","0.01"
"25021","Norfolk County, MA",".",".","27","4","0.09","0.071",".",".",".",".",".",".",".","."
"25023","Plymouth County, MA",".",".",".",".",".",".",".",".",".","17","6.6",".",".","."
"25025","Suffolk County, MA","1.8","1.2","50","18","0.09","0.071","14","7","2","20","8.8","50","19","0"
"25027","Worcester County, MA","1.9","1.3","48","12","0.09","0.07","8","7","3","18","7.2","47","18","."
"26005","Allegan County, MI",".",".",".",".","0.1","0.078",".",".",".","18","7.8",".",".","."
"26017","Bay County, MI",".",".",".",".",".",".",".",".",".","16","7.5",".",".","."
"26019","Benzie County, MI",".",".",".",".","0.08","0.069",".",".",".",".",".",".",".","."
"26021","Berrien County, MI",".",".",".",".","0.09","0.074",".",".",".","17","8",".",".","."
"26027","Cass County, MI",".",".",".",".","0.08","0.071",".",".",".",".",".",".",".","."
"26033","Chippewa County, MI",".",".",".",".","0.07","0.061",".",".",".","16","6.6",".",".","."
"26037","Clinton County, MI",".",".",".",".","0.07","0.064",".",".",".",".",".",".",".","."
"26049","Genesee County, MI",".",".",".",".","0.08","0.067",".",".",".","17","7.4",".",".","."
"26063","Huron County, MI",".",".",".",".","0.09","0.064",".",".",".",".",".",".",".","."
"26065","Ingham County, MI",".",".","37","7","0.08","0.066","19","5","1","17","7.6",".",".","."
"26067","Ionia County, MI",".",".",".",".",".",".",".",".",".",".",".",".",".","0.06"
"26077","Kalamazoo County, MI",".",".",".",".","0.08","0.068",".",".",".","18","8.8",".",".","."
"26081","Kent County, MI","1.8","1",".",".","0.09","0.068","9","3","1","19","9","29","14","0.01"
"26091","Lenawee County, MI",".",".",".",".","0.08","0.064",".",".",".","17","7.9",".",".","."
"26099","Macomb County, MI",".",".",".",".","0.1","0.072",".",".",".","18","8",".",".","."
"26101","Manistee County, MI",".",".",".",".","0.08","0.069",".",".",".","18","6.5",".",".","."
"26105","Mason County, MI",".",".",".",".","0.08","0.068",".",".",".",".",".",".",".","."
"26113","Missaukee County, MI",".",".","8","1","0.07","0.065",".",".",".","17","5.5",".",".","."
"26115","Monroe County, MI",".",".",".",".",".",".","18","5","1","20","9.7",".",".","."
"26121","Muskegon County, MI",".",".",".",".","0.09","0.073",".",".",".","18","9.9",".",".","."
"26125","Oakland County, MI",".",".",".",".","0.08","0.067",".",".",".","19","8.4",".",".","."
"26139","Ottawa County, MI",".",".",".",".","0.09","0.07","14","3","0","18","8.1",".",".","."
"26147","St. Clair County, MI",".",".",".",".","0.09","0.071","72","17","3","19","8.4",".",".","0.04"
"26153","Schoolcraft County, MI",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"26157","Tuscola County, MI",".",".",".",".","0.07","0.063",".",".",".",".",".","47","14","0.01"
"26161","Washtenaw County, MI",".",".",".",".","0.08","0.066",".",".",".","19","9.2",".",".","."
"26163","Wayne County, MI","4.8","1.6","48","18","0.08","0.067","66","24","3","25","11","81","26","0.01"
"26165","Wexford County, MI",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"27003","Anoka County, MN",".",".","43","7","0.08","0.067",".",".",".","22","8.5","49","17","0.02"
"27005","Becker County, MN",".",".",".",".","0.07","0.063",".",".",".","17","6.2",".",".","."
"27017","Carlton County, MN",".",".",".",".","0.07","0.059",".",".",".",".",".",".",".","."
"27035","Crow Wing County, MN",".",".",".",".","0.07","0.06",".",".",".","15","4",".",".","."
"27037","Dakota County, MN","3.3","2.5","38","9",".",".","10","4","1","21","8.8",".",".","0.11"
"27049","Goodhue County, MN",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"27053","Hennepin County, MN","1.6","0.9","45","13","0.07","0.063","15","15","1","23","9.1","36","19","0.01"
"27075","Lake County, MN",".",".","6","0","0.06","0.058","4","1","0","14","4.5","81","20","."
"27083","Lyon County, MN",".",".",".",".","0.07","0.066",".",".",".","21","7.3",".",".","."
"27095","Mille Lacs County, MN",".",".",".",".","0.07","0.06",".",".",".",".",".",".",".","."
"27109","Olmsted County, MN",".",".",".",".","0.07","0.064",".",".",".","21","8.7",".",".","."
"27123","Ramsey County, MN","2.4","1.1",".",".",".",".",".",".",".","23","10.2","58","27","0.01"
"27137","Saint Louis County, MN","4.6","1.4",".",".","0.07","0.057",".",".",".","19","7.7","59","24","0"
"27139","Scott County, MN",".",".",".",".","0.07","0.067",".",".",".","20","8.6",".",".","."
"27145","Stearns County, MN",".",".",".",".","0.07","0.061",".",".",".","22","6.4",".",".","0"
"27163","Washington County, MN",".",".",".",".","0.07","0.061","14","3","1","23","9.1","70","23","0"
"27171","Wright County, MN",".",".",".",".","0.07","0.061",".",".",".","20","7.4",".",".","."
"28011","Bolivar County, MS",".",".",".",".","0.08","0.065",".",".",".",".",".",".",".","."
"28033","DeSoto County, MS",".",".",".",".","0.08","0.065",".",".",".",".",".",".",".","."
"28045","Hancock County, MS",".",".",".",".","0.07","0.063",".",".",".",".",".",".",".","."
"28047","Harrison County, MS",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"28049","Hinds County, MS","1.9","1.5",".",".","0.08","0.06","31","4","1",".",".","32","20","0"
"28059","Jackson County, MS",".",".","33","4","0.08","0.064","27","4","1",".",".",".",".","."
"28075","Lauderdale County, MS",".",".",".",".","0.07","0.061",".",".",".",".",".",".",".","."
"28081","Lee County, MS",".",".",".",".","0.07","0.061",".",".",".",".",".",".",".","."
"28161","Yalobusha County, MS",".",".",".",".","0.07","0.057",".",".",".",".",".",".",".","."
"29003","Andrew County, MO",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"29019","Boone County, MO",".",".",".",".","0.08","0.062",".",".",".",".",".",".",".","."
"29021","Buchanan County, MO",".",".",".",".",".",".",".",".",".","24","11.2","76","29","."
"29027","Callaway County, MO",".",".",".",".","0.07","0.061",".",".",".",".",".",".",".","."
"29037","Cass County, MO",".",".",".",".","0.07","0.064",".",".",".","19","9.2",".",".","."
"29039","Cedar County, MO",".",".",".",".","0.07","0.064",".",".",".","19","8.5",".",".","."
"29047","Clay County, MO",".",".",".",".","0.09","0.071",".",".",".","19","8.8",".",".","."
"29049","Clinton County, MO",".",".",".",".","0.08","0.071",".",".",".",".",".",".",".","."
"29077","Greene County, MO",".",".",".",".","0.08","0.064","31","9","2","19","8.3","42","15","."
"29087","Holt County, MO",".",".",".",".",".",".",".",".",".",".",".",".",".","0.73"
"29093","Iron County, MO",".",".",".",".",".",".","85","16","3",".",".",".",".","0.35"
"29095","Jackson County, MO","1.5","1","48","14",".",".","156","51","6","23","10.5","95","30","."
"29097","Jasper County, MO",".",".",".",".","0.08","0.069",".",".",".",".",".","110","24","."
"29099","Jefferson County, MO",".",".",".",".","0.09","0.069","143","39","7","24","9.7",".",".","0.66"
"29113","Lincoln County, MO",".",".",".",".","0.09","0.072",".",".",".",".",".",".",".","."
"29137","Monroe County, MO",".",".",".",".","0.07","0.061","8","3","2",".",".","37","13","."
"29157","Perry County, MO",".",".",".",".","0.07","0.065",".",".",".",".",".",".",".","."
"29179","Reynolds County, MO",".",".",".",".",".",".",".",".",".",".",".",".",".","0.09"
"29183","Saint Charles County, MO",".",".",".",".","0.09","0.071",".",".",".",".",".",".",".","."
"29186","Sainte Genevieve County, MO",".",".",".",".","0.08","0.065",".",".",".",".",".",".",".","."
"29187","Saint Francois County, MO",".",".",".",".",".",".",".",".",".",".",".",".",".","0.08"
"29189","Saint Louis County, MO",".",".",".",".","0.09","0.07",".",".",".","23","11.3","40","15","."
"29213","Taney County, MO",".",".",".",".","0.07","0.063",".",".",".",".",".",".",".","."
"29510","St. Louis City, MO","1.7","1","51","14","0.09","0.066","42","11","2","24","11.3","84","32","0.03"
"30027","Fergus County, MT",".",".","14","1","0.06","0.054",".",".",".","11","3.6","37","8","."
"30029","Flathead County, MT",".",".",".",".","0.06","0.054",".",".",".","29","8.5","77","22","."
"30031","Gallatin County, MT","6.1","1.1","33","2",".",".",".",".",".",".",".",".",".","."
"30049","Lewis and Clark County, MT","0.4","0.3",".",".","0.06","0.054","2","1","0","24","7.4",".",".","."
"30053","Lincoln County, MT",".",".",".",".",".",".",".",".",".","30","10.9","71","18","."
"30063","Missoula County, MT",".",".",".",".","0.09","0.057",".",".",".","31","9.8","58","15","."
"30071","Phillips County, MT",".",".","6","0","0.06","0.053",".",".",".","9","3.6","24","7","."
